Date,OpenPrice,High,Low,ClosePrice,Volume,Symbol
2024-10-08,410.9000,415.6600,408.1700,414.7100,19229261,MSFT
2024-10-07,416.0000,417.1100,409.0000,409.5400,20919761,MSFT
2024-10-04,418.2400,419.7500,414.9700,416.0600,19190913,MSFT
2024-10-03,417.6300,419.5500,414.2900,416.5400,13686421,MSFT
2024-10-02,422.5800,422.8200,416.7100,417.1300,16582257,MSFT
2024-10-01,428.4500,428.4800,418.8100,420.6900,19092945,MSFT
2024-09-30,428.2100,430.4200,425.3700,430.3000,16854606,MSFT
2024-09-27,431.5200,431.8500,427.4700,428.0200,14896131,MSFT
2024-09-26,435.0850,435.3000,429.1300,431.3100,14492044,MSFT
2024-09-25,429.8300,433.1190,428.5700,432.1100,13396364,MSFT
2024-09-24,433.0000,433.3500,426.1000,429.1700,17015754,MSFT
2024-09-23,434.2800,436.4600,430.3889,433.5100,15128891,MSFT
2024-09-20,437.2200,439.2400,434.2200,435.2700,55167106,MSFT
2024-09-19,441.2250,441.5000,436.9000,438.6900,21706559,MSFT
2024-09-18,435.0000,436.0300,430.4100,430.8100,18898042,MSFT
2024-09-17,440.2300,441.8500,432.2700,435.1500,18874231,MSFT
2024-09-16,430.6000,433.5300,428.2200,431.3400,13834697,MSFT
2024-09-13,425.8250,431.8300,425.4600,430.5900,15874555,MSFT
2024-09-12,423.3100,427.3692,419.7500,427.0000,17418759,MSFT
2024-09-11,415.5000,423.9900,409.5800,423.0400,19266923,MSFT
2024-09-10,408.2000,416.3300,407.7000,414.2000,19594287,MSFT
2024-09-09,407.2400,408.6500,402.1500,405.7200,15295134,MSFT
2024-09-06,409.0600,410.6500,400.8000,401.7000,19609526,MSFT
2024-09-05,407.6200,413.1000,406.1300,408.3900,14195516,MSFT
2024-09-04,405.9100,411.2400,404.3700,408.9000,14886710,MSFT
2024-09-03,417.9100,419.8800,407.0300,409.4400,20313603,MSFT
2024-08-30,415.6000,417.4900,412.1300,417.1400,24308324,MSFT
2024-08-29,414.9400,422.0500,410.6000,413.1200,17045241,MSFT
2024-08-28,414.8800,415.0000,407.3100,410.6000,14882660,MSFT
2024-08-27,412.8600,414.3600,410.2500,413.8400,13492911,MSFT
2024-08-26,416.3650,417.2799,411.3400,413.4900,13152830,MSFT
2024-08-23,416.9800,419.2600,412.0900,416.7900,18493784,MSFT
2024-08-22,424.3600,426.7899,414.6100,415.5500,19361901,MSFT
2024-08-21,424.0750,426.4000,421.7200,424.1400,16067298,MSFT
2024-08-20,421.7000,425.8600,421.6400,424.8000,16387581,MSFT
2024-08-19,418.9600,421.7500,416.4600,421.5300,15233957,MSFT
2024-08-16,420.6000,421.3400,417.3000,418.4700,22775593,MSFT
2024-08-15,419.8000,421.1100,417.6600,421.0300,20752144,MSFT
2024-08-14,414.8000,417.7200,412.4456,416.8600,18266980,MSFT
2024-08-13,409.5900,414.9500,409.5700,414.0100,19414271,MSFT
2024-08-12,407.0600,408.7600,404.2434,406.8100,16762883,MSFT
2024-08-09,404.0300,408.0500,402.2624,406.0200,19276666,MSFT
2024-08-08,402.4400,405.8600,399.9407,402.6900,20203030,MSFT
2024-08-07,408.6350,410.0800,397.4700,398.4300,20650906,MSFT
2024-08-06,400.0000,405.6700,398.5000,399.6100,24946525,MSFT
2024-08-05,389.1700,401.0400,385.5800,395.1500,40709238,MSFT
2024-08-02,412.4900,415.0000,404.3400,408.4900,29437900,MSFT
2024-08-01,420.7850,427.4600,413.0901,417.1100,30296400,MSFT
2024-07-31,420.4950,421.7750,412.2100,418.3500,42891366,MSFT
2024-07-30,427.7200,429.0500,417.3600,422.9200,32687578,MSFT
2024-12-18,196.8300,198.6899,189.2800,190.1500,27638416,GOOG
2024-12-17,198.5300,202.8800,196.6900,197.1200,24129481,GOOG
2024-12-16,194.3650,200.6400,194.1100,198.1600,32248640,GOOG
2024-12-13,192.7100,194.3400,191.2600,191.3800,18883217,GOOG
2024-12-12,196.3000,196.7053,193.2800,193.6300,25197757,GOOG
